,article,url,header,date
82,"Karl Lauterbach wertet eigener Darstellung nach stets zahlreiche Statistiken und Studien aus. Wir dürfen gespannt sein, ob der in deutschen Medien als „Gesundheitsexperte“ bezeichnete Lauterbach sich die Daten der „Initiative Qualitätsmedizin“ ansieht. Die Zahl der Menschen mit Atemwegserkrankungen in Deutschland ist gesunken. Die Zahl der zu Beatmenden ist gesunken. Die Zahl der Menschen, die daran starben, ist gesunken. Keine Corona-Leugnung Damit wird die Initiative keine Corona-Leugnung betreiben. Dies ist in den aktuellen Darstellungen stets wichtig zu betonen. Zahlreiche Kommentare oder Berichte sprechen bei Kritiken schnell von „Verharmlosern“ oder gar „Leugnern“. Also: Dies ist keine „Falschnachricht“, sondern ein Bericht über die Zahlen der Initiative. Der Verband, der etwa 500 Kliniken in Deutschland und in der Schweiz umfasst, hat die Zahlen für die Jahre 2019 und 2020 in insgesamt 272 Krankenhäusern in Deutschland verglichen. Dabei wurde jeweils der Zeitraum von der KW 1 bis zu KW 44 betrachtet. 2020 sind demnach 12,8 % weniger (!) Menschen in den Krankenhäusern versorgt worden, 3,06 Millionen Menschen statt gut 3,52 Millionen Patienten. 2020 sind in diesen Kliniken 15,6 % weniger Menschen mit schweren Atemwegserkrankungen behandelt worden als 2019. 167.375 Menschen inklusive der Covid-19-Erkrankten waren es 2020, 198.296 waren es 2019. Dabei sind 2019 im Krankenhaus insgesamt 79.412 Menschen verstorben, 2020 dann 75.612 Menschen. Davon sind SARI-Fälle (die schweren Atemwegserkrankungen) 23.553 Menschen gewesen, 22.420 sind es bis dato 2020 gewesen. Die Anzahl der verstorbenen Menschen auf Intensivstationen lag 2019 bei 31.287 Menschen, 2020 bei 29.809 Menschen. Die Zahl der beatmeten Menschen, die in den Krankenhäusern verstorben sind, lag 2019 bei 25.284, 2020 bei 23.388. Schließlich noch eine bemerkenswerte Zahl: Andere Erreger sind offenbar deutlich weniger aufgetreten. Corona hat sie weggezaubert. Oder? Lesen Sie hier mehr zur seltsamen Abnahme aller Todesfälle – aber der Zunahme der Corona-Panik. ",https://www.neopresse.com/gesundheit/daten-der-initiative-qualitaetsmedizin-zahl-der-atemwegserkrankungen-ist-gesunken/,"
			Daten der „Initiative Qualitätsmedizin: Zahl der Atemwegserkrankungen ist GESUNKEN        ",17. Januar 2021
83,"Die Regierung wird in den kommenden Tagen mit an Sicherheit grenzender Wahrscheinlichkeit neue Maßnahmen beschließen Diese sollen sogar noch „härter“ sein als die bisherigen. Gerüchten zufolge wird die Regierung beispielsweise den Nah- und Fernverkehr einschränken. Die bisherige Grenze von 15 km für die Bewegung außer Haus dürfte fallen. Möglicherweise kommt es, so Gerüchte, zu Ausgangssperren rund um die Uhr (mit der Ausnahme der „triftigen Gründe“). Bis dato haben die Maßnahmen – wie Kritiker meinen: erwartungsgemäß – nicht gegriffen. Die Zahlen, die gemessen werden, steigen oder stagnieren auf hohem Niveau. In dieser Situation werden – auch das erwartungsgemäß, so Kritiker – Schuldige gesucht. Monatelang waren es die Querdenker und Corona-Leugner. Da praktisch noch nicht einmal mehr kleinere Demonstrationen stattfinden, seit Wochen, da es keine Glühweinstand-Parties gibt, fällt diese Entschuldigung zunächst aus, jedenfalls nach menschlicher Logik. Alle schuld Deshalb sind wir plötzlich offenbar alle schuld. Die Disziplin habe nachgelassen, ist allenthalben in den Medien zu lesen. Die Bevölkerung habe sich an die verordneten Maßnahmen nur unzureichend gehalten. Dafür gibt es zwar keinen prüfbaren Beleg (als  große Studie) und es gibt auch keine wissenschaftliche Evidenz dafür, welche Maßnahmen zu welchen Zahlen führen, das aber stört Politik und ihre Medien ohnehin nicht. Wegen dieses Vorwurfs erinnern wir jedoch daran, was die Kanzlerin noch vor wenigen Wochen empfahl. Es ging um das Lüften in Klassenzimmern (für die es praktisch nirgends entsprechend eEntlüftungsanlagen gab, die allerdings die Gastronomie und Fitnessstudios angeschafft hatten). Die Kanzlerin empfahl: Auch Frau Merkel hat für die Menschen einen Ratschlag übrig. So meinte sie zum Kampf gegen das Frieren im Klassenzimmer bei geöffneten Fenstern: „Man muss sich vielleicht wirklich noch etwas Wärmeres zum Anziehen mitbringen.“ Oder „Vielleicht macht man auch mal ‚ne kleine Kniebeuge oder so oder klatscht in die Hände, damit man ein bisschen warm wird.“ Allerdings betonte sie, dies müsse „jeder für sich entscheiden – nicht dass es heißt, die Bundeskanzlerin verlangt (!) das“. Vielleicht wäre es besser, so der Kommentar hier dazu, dass auch die Regierenden einfach mal etwas ausschlafen. ",https://www.neopresse.com/gesundheit/pandemie-schuld-beim-volk-kanzlerin-empfahl-kniebeugen/,"
			Pandemie: Schuld beim Volk? Kanzlerin empfahl Kniebeugen…        ",16. Januar 2021
84,"Die Vorschläge im Kampf gegen die Ausbreitung des Corona-Virus nehmen aktuell wieder deutlich zu. Nun hat Jens Spahn, der Bundesgesundheitsminister, einen alten Vorschlag wieder aufgegriffen. Er hat zumindest eingeräumt – ohne dies „empfehlen“ zu wollen -, Gurgeln könne gegen eine Erkrankung helfen. Die Viruslast im Mund-Rachen-Raum solle sich reduzieren. Der Gesundheitsminister verwies darauf, dies sei noch nicht „wissenschaftlich belegt“. Die Vorstellung beruhe darauf, Mundspülungen mit ätherischen Ölen oder Kochsalz könnten die Viruslast im Mund-und-Rachen-Raum senken. Die Deutsche Gesellschaft für Krankenhaushygiene hatte sich dafür ausgesprochen, zu „gurgeln“. Mundwasser: Hilfe gegen was? So liest sich der Hinweis, als ob Mundwasser die Viren abtöten könne. Dies scheint nicht der Fall zu sein. Vielmehr beschreibt Klaus-Dieter Zastrow vom Hygiene-Institut in Berlin, dass Menschen mit dem Gurgeln von Mundwasser immerhin die Virenlast senken könnten. Dies wiederum würde allerdings „nur“ die Virenlast im Rachenraum betreffen, so der Hinweis dieser Redaktion. Zastrow meint, dass eine solche Mundspülung u.a. hätte helfen können, den Ausbruch der Pandemie zu unterbinden bzw. zu reduzieren. Von den infizierten Superspreadern etwa in Garmisch-Partenkirchen wäre kaum eine Gefahr ausgegangen. Diese Hinweise allerdings sind zumindest mehrheitlich mit Skepsis aufgenommen worden. Mundspülungen dieser Art gelten nicht als „Heilmittel“. Sie können – auch laut Zastrow – nur die Infektiosität mindern und damit den Verlauf der Corona-Erkrankung beeinflussen, d. h. lindern. Allerdings verweist etwa die österreichische Hygienikerin Andrea Grisold von der Medizinischen Universität Graz darauf, die Hinweise seien prinzipiell richtig. Nur würden vor einer endgültigen Aussage weitere Studien durchgeführt werden müssen. Sollte allerdings die Virenlast gemindert werden, dann wäre zumindest die Übertragbarkeit des Virus‘ gehemmt, ergibt sich aus der Logik. Denn die Übertragbarkeit hängt offenbar nicht nur von der Nähe der Infizierten, sondern auch von deren Virenlast ab. Hier werden wir dies für Sie verfolgen.“ ",https://www.neopresse.com/gesundheit/gurgeln-gegen-corona-jens-spahn-sah-chancen/,"
			Gurgeln gegen Corona: Jens Spahn sah Chancen        ",16. Januar 2021
85,"Kritiker meinen, es wäre immer noch nicht sichtbar, wie groß die Nebenwirkungen bei der Impfung mit den Corona-Impfstoffen wären. Die Faktenchecker der dpa wiesen zuletzt darauf hin, dass ein in der Schweiz Verstorbener von den dortigen Behörden nicht als Opfer des Corona-Impfstoffs klassifiziert worden sind. Kritiker hatten allerdings betont, dass der Mann niemals hätte geimpft werden dürfen, da allergische Reaktionen vorher bekannt gewesen seien – unter anderem dessen Hausarzt, der nicht befragt wurde. Nun ist nach Angaben von Wochenblick.at in den USA ein Geburtshelfer eines Krankenhauses in Miami Beach gestorben. Der Mann sei „überzeugter Verfechter der Corona-Impfung“ gewesen und habe sich am 18. Dezember impfen lassen. Drei Wochen später sei er nun gestorben – auf Grund „einer heftigen Reaktion auf den Impfstoff“, wie es weiter heißt. Heidi Neckelmann, Witwe von Gregory Michael, meldet sich nun über die sozialen Medien zu Wort. „Lasst seinen Tod nicht umsonst sein, bitte rettet mehr Leben, indem ihr diese Informationen verbreitet!“, wird ein Facebook-Eintrag zitiert. 18.000 Mal sei der Beitrag geteilt worden, heißt es. „Die Liebe meines Lebens, mein Mann Gregory Michael, ein Geburtshelfer, der im Mount Sinai Medical Center in Miami Beach arbeitete, starb vorgestern aufgrund einer starken Reaktion auf den COVID-Impfstoff. Er war ein sehr gesunder 56-jähriger, der von allen in der Gemeinde geliebt wurde und hunderte von gesunden Babys zur Welt brachte. Drei Tage nach der Impfung habe er „starke Petechien (stecknadelkopfgroße Blutungen) an Füßen und Händen“ gehabt. Er sei in die Notaufnahme gegangen. Das Blutbild zeigte eine Thrombozytenzahl von 0. Diagnose sei eine akute ITP. Der Versuch, die Thormbozytenzahl wieder zu erhöhen, sei misslungen. Die Anzahl der Blutplättchen stieg nicht mehr. Diesen Beitrag ordnen wir weder als Aufruf zur Impfstoff-Verweigerung noch als generelle Ablehnung ein – das Bild in der Berichterstattung jedoch muss vervollständigt werden. ",https://www.neopresse.com/gesundheit/usa-witwe-eines-nach-impfung-verstorbenen-meldet-sich-verzweifelt/,"
			USA: Witwe eines nach Impfung Verstorbenen meldet sich verzweifelt        ",15. Januar 2021
86,"Die Impfstoffe gegen das Corona-Virus gelten in Deutschland als besonders umstritten. Die Angst und Sorge, die den Menschen genommen werden müssten – so betonen es Politiker – werden sich allerdings auf Basis des Schauspiels zwischen CureVac und der EU eher noch fortsetzen. Vertrag ist fast geheim So dürfen aktuell die EU-Parlamentarier den Vertrag der EU, den diese mit Wirkung für uns alle abgeschlossen hat, einsehen. Allerdings nicht regellos. So müssen die Abgeordneten nach einem Bericht des „Spiegel“ einen Leseraum nutzen, um den Vertrag zu sehen. Die Smartphones müssen vorher abgegeben werden – sicherlich der möglichen Fotos wegen. Die Abgeordneten dürfen de Raum nur alleine betreten und beispielsweise keine Assistenz mitnehmen. Die Zeit, in der sie sich mit dem 60 Seiten starken Werk beschäftigen dürfen, ist begrenzt. 45 Minuten bleiben, um den Vertrag zu lesen. Die Notizen dürfen ausschließlich per Hand angefertigt werden. Das Ergebnis solcher Studien: „Ich bin jetzt nicht viel schlauer als vorher“, wird ein EU-Abgeordneter aus Frankreich namens Pascal Canfin zitiert. Das hat einen weiteren Grund: „Zentrale Passagen des Dokuments sind geschwärzt“. Bis dato ist innerhalb der EU nicht klar, wie die Verteilung der verschiedenen Impfstoffe, die über die EU geordert wurden, laufen soll. Auch dies stünde immerhin im Vertrag. Denn dort sind vierteljährlich vereinbarte Liefermengen notiert. Leider sind sie schwarz. Besonders wenig aufschlussreich allerdings sind Passagen zu der Haftung. Zwei von sechs Absätzen seien geschwärzt. Kommentar von Canfin: „So lässt sich nicht beurteilen, wie diese Frage geregelt wurde“. Immerhin ist das EU-Parlament die einzige, praktisch kaum gewählte Möglichkeit, um die Bürgerinnen und Bürger des Landes die vermeintliche Regierung, hier die EU-Kommission, kontrollieren zu können. Massenmedien und Politiker machen sich gern lustig über diejenigen, die das aktuelle Regime als Corona-Diktatur bezeichnen. ",https://www.neopresse.com/gesundheit/unfassbar-eu-vertrag-mit-curevac-geschwaerzt/,"
			Unfassbar: EU-Vertrag mit Impfstoffhersteller geschwärzt        ",15. Januar 2021
87,"Laut einem Bericht der britischen Zeitung „The Daily Mail“ hat der chinesische Arzt Dr. Tao Lina aus Shanghai den chinesischen Impfstoff „Sinopharm Covid-19“ als den „gefährlichsten Impfstoff“ der Welt bezeichnet, weil dieser 73 bekannte Nebenwirkungen habe. Dr. Lina ist Impfstoffexperte und erklärte seinen 4,8 Millionen Followern in den sozialen Medien, dass der vom staatlichen Pekinger Arzneimittelhersteller Sinopharm entwickelte Impfstoff zahlreiche Nebenwirkungen habe. Nachdem seine Stellungnahme außerhalb Chinas bekannt wurde, bestritt der Mediziner, diese Äußerungen getätigt zu haben. Er beschuldigte ausländische Medien, seine Aussage „verdreht“ zu haben. Er bestand nun darauf, dass die chinesische Behandlung „sehr sicher“ sei und entschuldigte sich bei seinen Landsleuten für seine „unvorsichtige“ Wortwahl. Am 31.12.2020 hat die Gesundheitsbehörde in Peking eine „bedingte“ Zulassung für den Impfstoff von Sinopharm erteilt, welcher eine Wirksamkeit von 79 Prozent haben solle. China will Millionen von Menschen mit dem Impfstoff impfen, vor allem die Bevölkerung im arbeitsfähigen Alter. Der Skandal um den chinesischen Impfstoff kam Anfang dieser Woche ans Licht, als Dr. Lina einen Blog veröffentlichte, mit dem Titel „Sinopharms Covid-19-Impfstoff ist der unsicherste Impfstoff der Welt“. Der Artikel wurde auf dem chinesischen Äquivalent von Twitter, der Plattform „Weibo“ hochgeladen, jedoch auf dem Konto von Dr. Lina gelöscht. Die von dem chinesischen Arzt aufgelisteten Nebenwirkungen waren unter anderem Schmerzen im Bereich der Injektion, Kopfschmerzen, Bluthochdruck, der Verlust des Sehvermögens, Harninkontinenz sowie der Verlust des Geschmacks. Die Aussagen Dr. Linas verbreiteten sich schnell auf verschiedenen Nachrichten-Webseiten außerhalb Chinas, darunter auf Apple Daily, Voice of America und Taiwan News. China.com, eine von der Kommunistischen Partei Chinas kontrollierte Webseite, berichtete ebenfalls über den Artikel von Dr. Tao Lina. Lina erklärte später, dass sein Blogbeitrag „sarkastisch“ gemeint gewesen sei, er betreibe auf seiner Webseite eine „sarkastische Kolumne“, teilt er mit. Er teilte seinen Followern schließlich mit, dass er die erste Dosis des Impfstoffs inzwischen erhalten habe und bald die zweite bekommen würde. Damit wolle er die „Sicherheit des Medikaments“ demonstrieren. ",https://www.neopresse.com/gesundheit/arzt-chinesischer-covid-impfstoff-am-gefaehrlichsten/,"
			Arzt: Chinesischer Covid-Impfstoff am „gefährlichsten“        ",14. Januar 2021
88,"Die Abstände, in denen Markus Söder von Bayern Schock-Bomben-Attacken auf die Bevölkerung fallen lässt, werden immer kürzer. Nach der jüngsten Verteufelung von Kritikern der Corona-Maßnahmen, welche Söder als die „neue Corona-RAF“ bezeichnete, plädiert der Ministerpräsident nun für eine Impfpflicht für Pflegekräfte. Er „beklagte“, dass es in Alten- und Pflegeheimen zu viele „Impfverweigerer“ gebe. Der deutsche Ethikrat solle deshalb Vorschläge machen, für welche Gruppen eine Impfpflicht denkbar wäre, sagte Söder der „Süddeutschen Zeitung“. Söder fuhr fort: „Ich werbe da für eine konsequente und offene Diskussion. Es ist wie immer in solchen Dingen, es wird zunächst mal gesagt: Nein, geht gar nicht. Also wollen wir jetzt Corona besiegen oder wir sollen es nicht besiegen. Deshalb muss es seine Debatte über eine mögliche Impfpflicht geben. Ob es dann kommt, muss der Bund entscheiden. Wir haben eine Impfpflicht bei Masern, dafür gibt es gesetzliche Grundlagen im Bund. Sollte sich die Impfbereitschaft dramatisch verbessern, ist es sicher nicht notwendig. Aber wenn es so bleibt auf dem Level die nächsten Monate, dann ist das einfach der Bereich, der die größte Anfälligkeit hat und die größte Herausforderung ist.“ Viele Pflegekräfte und Klinik-Mitarbeiter wollen sich nicht impfen lassen. Sie sind Fachleute und wissen über die Gefährlichkeit der Notfall-zugelassenen Impfung Bescheid. Berichte über Verstorbene in Altenheimen nach der Pfizer/Biontech nehmen zu. Auch Berichte über starke Nebenwirkungen wie anaphylaktische Schocks, hohes Fieber und Schüttelfrost häufen sich. Abgesehen von den kurzfristigen Nebenwirkungen, die nach Meinung von Kritikern sogar zum Tod führen können, sind die Langzeitauswirkungen noch gar nicht bekannt, da diese Impfung, welche de facto ein Eingriff in das Genmaterial darstellt, noch nie für Menschen zugelassen worden ist. Dementsprechend heftig fällt die Kritik bei Betroffenen aber auch bei Kritikern der Zwangsmaßnahmen aus. Sahra Wagenknecht twitterte: „Wer #Pflegekräften nun Kündigungen androht & #Zwangsimpfung ins Spiel bringt, handelt respektlos und trägt zu Verunsicherung bei. Statt noch mehr Druck & Zwang braucht es Anerkennung & Respekt für Pflegekräfte – nur so lässt sich Misstrauen abbauen!“ Hier weitere kritische Statements von Twitter-Nutzern gegenüber der angedrohten Impfpflicht:      ",https://www.neopresse.com/gesundheit/soeder-will-pflegekraefte-zwangsimpfen-lassen/,"
			Söder will Pflegekräfte zwangsimpfen lassen        ",13. Januar 2021
89,"Wirtschaftsminister Peter Altmaier hatte schon vor Wochen Andeutungen gemacht, dass die „Maßnahmen zur Eindämmung der Coronaviruspandemie“ noch bis Ostern 2021 dauern könnten. Schon damals konnte man erahnen, dass es nicht bei dem dreiwöchigen „Lockdown light“ bleiben würde, sondern dass mit einem harten Lockdown bis mindestens Ostern zu rechnen ist. Nachdem der harte Lockdown bis Silvester erfolgte und dann bis zum 10. Januar verlängert wurde, erfolgte jetzt die Verlängerung bis Ende Januar. Gestern sickerte in den Medien durch, dass Angela Merkel nun den totalen Lockdown bis Ostern fordert. Merkel sagte, dass „wir noch acht bis zehn Wochen harte Maßnahmen“ brauchen würden, bevor man den Lockdown lockern könne. Bayerns Ministerpräsident Söder kündigte sogar eine Maskenpflicht mit FFP2-Masken in Nahverkehr und Einzelhandel an. Grundlage bleibt unklar Die von den Regierungen getroffenen Maßnahmen sind logisch nachzuvollziehen, wer den Plan des „Great Reset“ kennt. FFP2-Masken werden zudem in China hergestellt – so wird mit der FFP2-Maskenpflicht – welche bald für ganz Deutschland gelten dürfte – auch gleich die Wirtschaft in China mitunterstützt. Es ist ja bekannt, dass Merkel bestens mit dem kommunistischen Regime Chinas kann. Merkel rechtfertigte ihre Forderung mit der „gefährlichen Mutierung“ des Coronavirus in Großbritannien und „warnte vor dramatisch explodierenden Infektionszahlen“ in Großbritannien. Deshalb müsse der harte Lockdown noch bis Ostern dauern. Bei „Inzidenzwerten“ von über 200 pro 100.000 Einwohner dürfen Bürger sogar einen Bewegungsradius von 15 Kilometern nicht mehr verlassen. Thüringens Ministerpräsident Ramelow will ebenfalls den totalen Lockdown. Er fordert die vollständige Stilllegung der Wirtschaft. SPD-Politiker in NRW fordern sogar die Ausweitung der Corona-Maßnahmen in den privaten Raum. Die totale Zerstörung der deutschen Wirtschaft dürfte damit besiegelt sein, Massenarbeitslosigkeit und Masseninsolvenzen vorprogrammiert. Grundrechte werden dauerhaft und massiv verletzt und unterdrückt. Ob die Regierung durch die von ihr selbst getroffenen, totalitären Maßnahmen und Strafen noch lange überdauern wird, ist fraglich. Sicher ist jedoch, dass der Wiederaufbau dieses Landes, wenn dieser Spuk einmal vorbei sein sollte, dem Wiederaufbau nach einem Krieg ähnelt. Wer jetzt immer noch der Ansicht ist, die Regierung handele entweder „aus Sorge um die Bürger“ oder mache halt Fehler, der hat aus der Geschichte tatsächlich nichts gelernt. ",https://www.neopresse.com/gesundheit/merkel-will-den-totalen-lockdown/,"
			Merkel will den totalen Lockdown        ",13. Januar 2021
90,"Dass sich das RKI gerne mal selbst widerspricht, haben wir in den vergangenen Monaten leidvoll erleben und ertragen müssen. Denn die Bundesregierung trifft – so zumindest das offizielle Narrativ für alle Regierungs-Gläubigen – ihre Entscheidungen auf Basis der RKI-Infektionszahlen. Wie widersprüchlich allerdings die Aussagen des RKI sind, hat die regierungsabhängige Einrichtung nun wieder eindrucksvoll selbst bewiesen. So schreibt das RKI einerseits: „Ein negatives PCR-Ergebnis schließt die Möglichkeit einer Infektion mit SARS-CoV2 nicht aus“ und spricht von einer „Spezifität von nahezu Prozent.“ Beide Aussagen lassen vermuten, dass das RKI sich der Fehlerhaftigkeit der PCR-Tests bewusst ist. An anderer Stelle schreibt das RKI: „Wie bei allen Testverfahren mit einer Spezifität von kleiner als 100 Prozent ist insbesondere bei einer geringen Verbreitung in der Bevölkerung ein gewisser Anteil falsch positiver Testergebnisse unvermeidbar.“ Diese Aussage lässt darauf schließen, dass die Aussagekraft der Tests tatsächlich Erkrankter bei einer kleinen Anzahl nachlässt. Eine äußerst niedrig angenommene Fehlerquote von 0,1 Prozent führt jedoch schon dazu, dass unter 100.000 nachweislich gesunden Menschen 100 falsch-positive Testergebnisse zu erwarten sind. Eine Lockerung der beschlossenen Maßnahmen zur „Eindämmung des Virus“ wäre daher unmöglich. Denn der Test soll zwar alle finden, die wirklich krank sind, aber nicht jene als positiv erkennen, die nicht krank und nur infiziert sind. Bei einer noch so kleinen angenommenen Fehlerrate wie das Beispiel von 0,1 Prozent zeigt, wird es jedoch immer „falsch-positive“ Ergebnisse geben. Das bedeutet, die Regierung kann die „Pandemie“ solange fortführen, wie sie möchte. Denn der PCR-Test wird als Messkriterium herangezogen – auch wenn der PCR-Test aus genau diesen Gründen nicht zu Diagnosezwecken hergestellt worden ist. Selbst die WHO hat inzwischen vor der Verwendung des PCR-Test als reinem Diagnosetool gewarnt. Bei der Bundesregierung, die im Frühjahr noch so große Stücke auf die WHO hielt, ist die Warnung offenbar nicht angekommen. Der PCR-Test wird weiter eingesetzt und die Massentests zeigen, dass das Corona-Virus die Grippe in diesem Winter „ausgemerzt“ hat. Vermutlich ist der PCR-Test so konzipiert, dass er auch alle Grippe-Infektionen und möglicherweise auch andere Infektionen als positiv anzeigt. Genau das ist das perfide am Vorgehen von RKI und Regierung. ",https://www.neopresse.com/gesundheit/corona-inzidenz-mit-pcr-test-aktuell-nicht-unter-100-erreichbar/,"
			Wahnsinn: Corona-Inzidenz mit PCR-Test aktuell nicht unter 100 erreichbar        ",12. Januar 2021
91,"Das Corona-Virus zeigt sich in den Januar-Monaten auch in China wieder. Die Chinesen fühlten sich nach der erste Corona-Welle erfolgreich und meldeten letztlich selbst in den Hochphasen wenige tausend positiv Getestete pro Tag. Nun könnte sich China zum Vorbild für unsere Politik in Deutschland entwickeln. Die Behörden haben nun in der Provinz Hebei gut 500 positiv Getestete „nachgewiesen“. Die Provinz umschließt die Hauptstadt Peking. Am Dienstag waren 40 „neue Fälle“ gemeldet worden. Am Montag wurden 82 neue Fälle positiv Getesteter gefunden. Landesweit sollen in China am Montag 103 Menschen positiv getestet worden sein. Heftige Reaktion Die Reaktion der Behörden fällt heftig aus. Es kam zu „strikten Maßnahmen“. Ausgangssperren, direkten Massentests, Quarantäne und die Verfolgung von Kontakten. Zudem wurde, anders als bislang in Deutschland, das Transportsystem praktisch lahmgelegt. Schließlich kam es nun durchgehend zu strengen Einreisebeschränkungen. Zusätzlich betroffen sind etwa fünf Millionen Bewohner einer Industriestadt namens Langfang. Die dürfen den Heimatort aktuell für eine Woche nur „in absoluten Notfällen“ verlassen. Insgesamt sind 23 Millionen Menschen auf diese Weise mit einer Ausgangssperre belegt. Die drastischen Maßnahmen, so Beobachter, könnten auch Vorbild für die Entwicklung in Deutschland werden. Die Unruhe durch die allenfalls stagnierenden Zahlen ist täglich zu spüren. In den Morgensendungen der Öffentlich-Rechtlichen etwa werden täglich Zahlen verlesen, die lediglich die positiv Getesteten erwähnen, zusätzlich die an und mit Corona Verstorbenen und inzwischen die täglich Geimpften. Genauere Statistiken finden sich nicht. Weitere Zahlen zeigen allerdings, dass etwa die Zahl der Sterbefälle 2020 bezogen auf den Anteil an der Bevölkerung bei den 85-90jährigen niedriger ist als 2017 (10,31 % zu 11,12 %) bzw. bei den 90-95jährigen mit 19,44 % zu 19,81 % gleichfalls niedriger ist. Die Zahlen zeigen demnach, dass die relative Sterblichkeit bei den Älteren in diesem Jahr geringer ist. Dies trifft auch auf die Personen zwischen 80-85 zu: 5,32 % der Menschen starben 2020, 11,12 % waren es 2017. Es wäre wichtig, die Statistiken selbst zu durchleuchten, um diese Geschehnisse insgesamt zu verstehen. Dazu wird es wohl nicht kommen.   ",https://www.neopresse.com/gesundheit/china-zeigt-die-zukunft-23-millionen-menschen-eingesperrt/,"
			China zeigt die Zukunft: 23 Millionen Menschen eingesperrt        ",12. Januar 2021
92,"Nachdem die mRNA-Impfung von Pfizer/Biontech in Europa und den USA zugelassen worden ist, mehren sich die Berichte von Todesfällen, vor allem von alten Menschen. Der erste bestätigte Todesfall kam aus der Schweiz, Ende Dezember, kurz nachdem die Impfungen in den Altenheimen begonnen haben. Nachdem die Schweizerische Behörde Swissmedic den Impfstoff doch noch zugelassen hatte, sind alte Menschen zuerst geimpft worden. Zwar heißt es in den Medien, dass ein direkter Zusammenhang zwischen der Impfung und dem Todesfall noch untersucht werde – doch der Mann ist unmittelbar nach der Impfung gestorben. Nachdem in der Schweiz der erste Todesfall bekannt geworden ist, folgte der nächste Bericht aus Israel. Dort starben zwei Menschen innerhalb weniger Stunden nach der Impfung, berichtete die Jerusalem Post. Es handelte sich um zwei alte Männer über 75 Jahre. Bislang sollen 650.000 Menschen über 60 Jahre in Israel geimpft worden sein. Ein weiterer Bericht eines Todesfalls nach der Impfung stammt aus den USA (Daily Mail). Dort soll ein Geburtshelfer am Mount Sinai Medical Center in Miami Beach gestorben sein, kurz nachdem der 56-Jährige die Corona-Impfung erhalten hat. Der Mann sei zuvor „kerngesund“ gewesen und habe während der Pandemie „unermüdlich“ durchgearbeitet und geholfen, Kinder auf die Welt zu bringen. Er sei am 18. Dezember geimpft worden. Drei Tage später hätte er eine große Zahl von Hautblutungen an Füßen und Händen gehabt und das Krankenhaus aufsuchen müssen. Das Blutbild habe gezeigt, dass die Anzahl der roten Blutplättchen bei 0 gewesen sei. Normalerweise habe jemand zwischen 150.000 und 450.000 Blutplättchen pro Mikroliter Blut. Der Mann wurde auf die Intensivstation eingeliefert. Zwei Wochen lang habe man vergeblich versucht, die Zahl der Blutplättchen zu erhöhen. Dann habe er aufgrund des Mangels eine Hirnblutung erlitten und sei innerhalb von Minuten gestorben. Er sei ein Befürworter von Impfstoffen gewesen und habe sich deshalb freiwillig impfen lassen. Offenbar war er nicht über die Risiken aufgeklärt. In Österreich hat es laut einem Bericht von Wochenblick.at auch zwei Todesfälle nach einer Corona-Impfung gegeben. In einem Pflegeheim in Pöchlarn sind zwei alte Menschen kurz nach der Impfung gestorben. Die ersten Impfungen in Österreich sind mit großem Presserummel verabreicht worden. Stolz wurde ein Foto veröffentlicht, das die erste Impfung einer 96-Jährigen Bewohnerin zeigte. Die Todesfälle sollen allerdings nur in dem Medium meinbezirk.at zu finden gewesen sein. Keine andere Zeitung hätte berichtet. Vermutlich gibt es weitaus mehr Todesfälle nach Corona-Impfungen, als in den Medien berichtet wird. Denn man will wohl vermeiden, dass sich niemand mehr gegen Corona impfen lassen will. Die flächendeckende Impfung von alten Menschen, die zuerst mit dem Impfstoff geimpft werden, vor welchem zahlreiche unabhängige Experten ausdrücklich warnen – vermutlich auch oft gegen ihren Willen oder in der Unkenntnis der Gefährlichkeit der Impfung – erinnert unweigerlich an eine gewollte „Dezimierung“ dieser Altersgruppe – vor allem in den Altenheimen. Obwohl uns von Politik und Medien suggeriert werden soll, dass die Impfung die Alten vor einer Corona-Infektion schützen soll, kommen angesichts der sich mehrenden Todesmeldungen andere Gedanken auf. ",https://www.neopresse.com/gesundheit/immer-mehr-tote-nach-impfung-bekannt/,"
			Immer mehr Tote nach Impfung bekannt        ",11. Januar 2021
